Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth,Dimension
2018.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B",Screen, 56B,Mel Kendrick,"Untitled, 1999",28.0,21.87,,"Sight: 28 × 21 7/8 inches (71.12 × 55.56 cm)
Frame: 30 1/2 × 24 × 1 1/2 inches (77.47 × 60.96 × 3.81 cm)"
2018.20.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Annie Lucas,"Four Beasts at the Throne of Heaven, 1993",35.0,30.98,0.98,Frame: 35 x 31 x 1 inches (88.9 x 78.7 x 2.5 cm)
2018.20.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,Deborah Luster,"Tobacco, 1997",25.0,23.5,0.98,Frame: 25 x 23 1/2 x 1 inches (63.5 x 59.7 x 2.5 cm)
2018.20.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Fred Wilson,"Untitled, 1994",14.0,10.87,,Sight: 14 × 10 7/8 inches (35.56 × 27.62 cm)
2018.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Mauricio Lasansky,"Kaddish #4, 1978",45.63,23.62,,45 5/8 × 23 5/8 inches (115.9 × 60 cm)
2018.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Lois Dodd,"View Downtown, 1977",15.24,17.99,,15 1/4 × 18 inches (38.7 × 45.7 cm)
2018.25.2,"Nasher Museum Building, Nasher Painting Storage Room",,,"William Tucker, RA","Parmenides, n.d.",14.02,24.02,14.02,14 × 24 × 14 inches (35.6 × 61 × 35.6 cm)
2018.25.3,"External Location (Not located on Nasher Museum premises), Off-Site, Owner's Premises",,,Tony Cragg,"Real Plastic Love, 1984",77.01,32.99,,77 x 33 inches (195.6 x 83.8 cm)
2018.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,,"The Mocking of Christ, c. 1625",37.0,48.5,,"Image: 37 × 48 1/2 inches (93.98 × 123.19 cm)
Frame: 48 × 58 1/2 inches (121.92 × 148.59 cm)"
2018.27.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David Humphrey,"At the Office, 1984",44.02,52.01,1.26,44 × 52 × 1 1/4 inches (111.8 × 132.1 × 3.2 cm)
2019.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Genevieve Gaignard,"The Quietest Room in the House, 2018",32.24,48.31,,"Sheet: 32 1/4 × 48 5/16 inches (81.9 × 122.7 cm)
Frame: 32 × 48 × 2 inches (81.3 × 121.9 × 5.1 cm)"
2019.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Zanele Muholi,"Zol from Only Half the Picture series, 2002",27.56,20.08,,"Image: 27 9/16 × 20 1/16 inches (70 × 51 cm)
Sheet: 31 1/2 × 24 inches (80 × 61 cm)"
2019.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",Screen, 25A,Dave Muller,"Cats and Dogs, 2018",58.5,58.5,1.25,58 1/2 x 58 1/2 x 1 1/4 inches (148.59 x 148.59 x 3.18 cm)
2019.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",Screen, 25A,Dave Muller,"Cats and Dogs, 2018",58.5,1.26,,58 1/2 × 1 1/4 inches (148.6 × 3.2 cm)
2019.4.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",Screen, 25A,Dave Muller,"Cats and Dogs, 2018",23.5,1.26,,23 1/2 × 1 1/4 inches (59.7 × 3.2 cm)
2019.4.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",Screen, 25A,Dave Muller,"Cats and Dogs, 2018",9.61,1.26,,9 5/8 × 1 1/4 inches (24.4 × 3.2 cm)
2019.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,Gordon Parks,"Invisible Man Retreat, Harlem, New York, 1952",30.0,24.02,,"30 × 24 inches (76.2 × 61 cm)
Framed: 38 × 32 3/4 inches (96.5 × 83.2 cm)"
2019.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Elizabeth Matheson,"Pinecrest, Durham, 2004 (printed 2018)",47.99,47.99,,48 × 48 inches (121.9 × 121.9 cm)
2019.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Titus Brooks Heagins,"Kevin and Desniq from the series Durham Stories: Not Hell But You Can See It From Here!, 2017 (printed 2018)",20.0,30.0,,"Image: 20 × 30 inches (50.8 × 76.2 cm)
Sheet: 24 × 34 inches (61 × 86.4 cm)"
2019.12.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Titus Brooks Heagins,"Marco and Irma at La Vaquita from the series Durham Stories: Not Hell But You Can See It From Here!, 2008 (printed 2018)",20.0,30.0,,"Image: 20 × 30 inches (50.8 × 76.2 cm)
Sheet: 24 × 34 inches (61 × 86.4 cm)"
2019.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,Tom Rankin,"Copiah County, Mississippi, 1990 (printed 2018)",22.0,28.0,,22 × 28 inches (55.88 × 71.12 cm)
2019.13.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,Tom Rankin,"E. T. Wickham Civil War Statue, Palmyra, Tennessee, 1984 (printed 2018)",28.0,22.0,,28 x 22 inches (71.12 x 55.88 cm)
2019.13.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,Tom Rankin,"Covens Reliable Discount Store, Crystal Springs, Mississippi, 1985 (printed 2018)",22.0,28.13,,22 × 28 1/8 inches (55.88 × 71.45 cm)
2019.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,William Ferris,"The California Club, 310 Silver City Road, Belzoni, Mississippi from the series The South in Color, 1975 (printed 2018)",13.63,19.5,,13 5/8 × 19 1/2 inches (34.62 × 49.53 cm)
2019.14.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,William Ferris,"Cold Watermelon Vendor, Leland, Mississippi from the series The South in Color, 1976 (printed 2018)",12.86,19.38,,12 7/8 × 19 3/8 inches (32.66 × 49.23 cm)
2019.14.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,William Ferris,"Edith Clark, Old Port Gibson Road, Reganton, Mississippi from the series The South in Color, 1976 (printed 2018)",13.25,19.38,,13 1/4 × 19 3/8 inches (33.66 × 49.23 cm)
2019.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 07A",Screen, 07A,Rebecca Lepkoff,"Early Morning, Midtown Manhattan, NYC, 1947, printed 1998",7.01,10.0,,"Image: 7 × 10 inches (17.8 × 25.4 cm)
Frame: 17 1/2 × 18 1/2 inches (44.5 × 47 cm)"
2019.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 07A",Screen, 07A,Rebecca Lepkoff,"Under the L, Manhattan, 1947, printed 1998",7.52,7.99,,"Image: 7 1/2 × 8 inches (19.1 × 20.3 cm)
Frame: 18 1/2 × 17 1/2 inches (47 × 44.5 cm)"
2019.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23A",Screen, 23A,Laurel Nakadate,"November 21, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23A",Screen, 23A,Laurel Nakadate,"November 22, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22A",Screen, 22A,Laurel Nakadate,"November 23, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22A",Screen, 22A,Laurel Nakadate,"November 24, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22A",Screen, 22A,Laurel Nakadate,"November 25, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23A",Screen, 23A,Laurel Nakadate,"November 26, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22A",Screen, 22A,Laurel Nakadate,"November 28, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23A",Screen, 23A,Laurel Nakadate,"November 29, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.18.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22A",Screen, 22A,Laurel Nakadate,"November 30, 2010 from the series 365 Days: A Catalogue of Tears, 2011",40.0,50.0,,40 × 50 inches (101.6 × 127 cm)
2019.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Reed Thomas,"Bird Cage, 1979",21.87,18.37,1.37,"Frame: 21 7/8 × 18 3/8 × 1 3/8 inches (55.56 × 46.67 × 3.49 cm)
Sight: 13 1/2 × 10 inches (34.29 × 25.4 cm)
Image: 13 × 9 3/4 inches (33.02 × 24.77 cm)"
2019.19.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Eve Sonneman,"Boat Building, Samos, Greece, 1977",20.87,30.63,1.13,"Frame: 20 7/8 × 30 5/8 × 1 1/8 inches (53.02 × 77.79 × 2.86 cm)
Sight: 7 × 9 3/8 inches (17.78 × 23.81 cm) each"
2019.19.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Eve Sonneman,"Moving Hay, Samos, Greece, 1977",20.87,30.63,1.13,"Frame: 20 7/8 × 30 5/8 × 1 1/8 inches (53.02 × 77.79 × 2.86 cm)
Sight: 13 × 9 3/4 inches (33.02 × 24.77 cm) each"
2019.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,Dawoud Bey,"David Hammons, Bliz-aard Ball Sale I, 1983",44.0,33.0,,44 × 33 inches (111.76 × 83.82 cm)
2019.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 48",Wall Screen, 48,Mel Chin,"Cross for the Unforgiven, 2002",54.0,54.0,3.0,54 × 54 × 3 inches (137.16 × 137.16 × 7.62 cm)
2019.27.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,Helen Frankenthaler,"Bay Area Wednesday I, 1982",25.0,30.5,,"Sheet: 25 × 30 1/2 inches (63.5 × 77.47 cm)
Framed: 34 3/8 × 38 3/8 × 3 inches (87.31 × 97.47 × 7.62 cm)"
2019.29.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19B",Screen, 19B,Charles Emile Jacque,"Tending the Flock, n.d.",47.0,40.5,4.0,"Frame: 47 × 40 1/2 × 4 inches (119.38 × 102.87 × 10.16 cm)
Sight: 26 × 32 inches (66.04 × 81.28 cm)"
2019.29.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19B",Screen, 19B,Jacob Maris,"Beach Scene, n.d.",42.0,31.0,4.0,"Frame: 42 × 31 × 4 inches (106.68 × 78.74 × 10.16 cm)
Sight: 20 × 30 inches (50.8 × 76.2 cm)"
2019.31.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Mark Grotjahn,"Untitled (Brown Black and Red Spotted Heavy Texture Mask M16.e), 2012",43.5,16.0,5.25,43 1/2 × 16 × 5 1/4 inches (110.49 × 40.64 × 13.34 cm)
2020.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 52",Wall Screen, 52,David Hartt,"Lounge at The Johnson Publishing Company Headquarters, Chicago, Illinois, 2011",48.0,64.0,,48 × 64 inches (121.92 × 162.56 cm)
2020.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 54",Wall Screen, 54,Hugo McCloud,"push pull, 2019",55.0,85.0,,55 × 85 inches (139.7 × 215.9 cm)
2020.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 51",Wall Screen, 51,Fritz Scholder,"Indian and Storefront, 1974",30.0,40.0,,"Sight: 30 × 40 inches (76.2 × 101.6 cm)
Frame: 32 1/4 × 42 1/2 × 2 inches (81.92 × 107.95 × 5.08 cm)"
L.2.1974.77,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63R, Textile Roll 19",Screen, 63R,Fulani peoples,"Cloth, n.d.",54.49,87.01,,54 1/2 x 87 inches (138.4 x 221 cm)
